"","ENTREZID","SRR17547999","SRR17548000","SRR17548001","SRR17548002","SRR17548003","SRR17548004","SRR17548005","SRR17548006","SRR17548007","SRR17548008","SRR17548012","SRR17548009"
"1","57801",5.53202766883384,6.68512515598347,4.93696678879857,6.49467729968571,7.73044407815934,6.38973568368913,5.22853287332706,6.4943305524899,6.31466194834918,6.93980240945252,6.64454052398956,6.38030366110192
"2","26155",9.5478821299722,9.66609995717969,9.75887632703347,10.3202269374201,10.1927146567235,9.73530034708847,9.70770712839185,10.331487190837,9.4892749914617,9.49049214103577,10.0068131569827,9.96505499704926
"3","339451",7.11775379589279,6.96714339598551,7.48896604003173,7.81966179398054,8.05472316748369,7.2691752711892,7.38194775000837,7.85507373112298,7.41917814280859,7.87290424711752,7.16041712165398,8.08805619494543
"4","9636",9.55417057088007,10.1757357137055,8.7198766561576,9.63033304466633,10.2845431284394,10.4793881507309,9.63762591507943,9.83675782750356,8.89863221359033,10.1255987048949,9.90343268771582,9.4088959901213
"5","375790",8.57474605907321,8.82411927047738,7.63663864609317,8.71390966653525,8.93144993215411,8.97259450433637,8.06277553704749,8.90411239011242,8.33859127703237,8.8135782842648,8.05507566658981,8.85569140979721
"6","54991",8.04048571127748,7.81245302639712,7.77982059578459,8.41299510922657,8.08659896748486,7.55988511841583,7.64476471987458,8.26504387726242,7.65110148401597,7.44050301182639,7.36728712501159,8.09742530019727
"7","8784",5.64479311685731,5.44901937722954,6.55776599096307,7.75648155255573,5.966693020337,6.41106473941785,6.49365993039588,6.64776944737745,6.11186320458007,5.85093719002499,6.74840673836269,6.65402905675181
"8","7293",6.70975542481947,6.1499528834449,6.81387209272294,7.41489153969309,7.51223492569782,6.57042505982292,6.7662989453708,6.71842863441903,7.03526978937486,6.70395057316452,6.84494271198232,7.80291787908285
"9","51150",10.7171455865733,10.9670438574395,10.9288523561206,11.4696921285933,11.1750025930842,10.7730446949132,11.2358759442008,11.6344696955481,10.6490514013865,11.2243938109317,11.1044793363651,11.2250037735763
"10","388581",5.67129410580403,5.3685008902109,5.38603884683795,5.70382266660603,5.52371100895718,5.46329434017721,5.9992096464016,6.03735033882061,5.25971538708773,4.1236755713305,5.56409470884652,5.12984707581728
"11","118424",10.1371195808811,10.482608962954,10.3656928258401,10.5780426701786,10.6216920017029,10.1063348524846,10.912203623516,11.0065379684378,10.3367027656569,10.8330648679904,10.4930129817828,10.4928579677056
"12","126792",9.62607484227237,9.8729823918088,10.1260030077091,10.4168090274873,10.3756990945094,9.63359956486329,9.77861430875637,10.4609861995035,9.59358878563468,9.98681667190757,9.60565430116468,10.1768748907431
"13","728481",6.72128826097575,6.17109393899958,6.13672135464095,5.81797071913323,6.34716349943228,6.32360050014623,6.31773297813028,6.14788072834769,7.10161720210881,6.34588222980096,6.09051252417969,5.45353660868811
"14","101928626",7.23354623767766,7.42728966851097,7.3305370202231,7.45539873554531,7.98875759027102,7.02881684857618,7.8300733125236,8.17609220124725,7.31876840477327,8.13350550638512,7.66671667952898,7.29841053180909
"15","643837",9.79088673442512,9.45723280837072,9.802047361103,10.1668623072371,10.1255323948745,9.08179543084321,9.93164390935278,9.93010815941672,10.1098289232626,10.4863701994878,10.4666141370756,10.2560983228226
"16","100420257",8.44854846932086,8.01397910216146,8.67532837640425,7.72380841325171,8.37151753307405,8.05355271672649,9.04896973365776,8.5971893092489,9.29025070407142,10.1436458527853,8.30810338776672,8.95668437801798
"17","100652939",10.6534360398402,10.1192907554946,10.2054887664376,8.35467116271937,9.16517340942614,9.70253626405637,7.12957038047116,8.26504387726242,9.35523977552294,7.87290424711752,6.68704138699197,7.9857873102023
"18","107075141",10.5039668582626,10.4575341233706,10.8047357030896,10.3973857417575,9.94894957871823,10.5881739369254,13.717167962869,10.1648292330698,10.9039400578642,10.0834796819858,9.88582734330459,10.4937416938262
